key,english,korean
job_hunted_pre_sapient,Hunted Pre-Sapient,사냥된 준지성체
job_hunted_pre_sapient_plural,Hunted Pre-Sapients,사냥된 준지성체
job_hunter_drone,Hunter Drone,사냥 드론
job_hunter_drone_plural,Hunter Drones,사냥 드론
job_hunter_gatherer,Hunter-Gatherer,수렵 채집꾼
job_hunter_gatherer_plural,Hunter-Gatherers,수렵 채집꾼
job_identity_designer,Identity Designer,인격 설계사
job_identity_designer_plural,Identity Designers,인격 설계사
job_immunosymbiont,Immunosymbiont,면역 공생체
job_immunosymbiont_plural,Immunosymbionts,면역 공생체
job_intelligence_officer,Intelligence Officer,정보 장교
job_knight,Knight,기사
job_knight_commander_plural,Lord Commanders,기사단장
job_knight_plural,Knights,기사
job_livestock,Livestock,가축
job_livestock_zoo_animal,Protected Fauna,보호 대상 동물
job_livestock_zoo_beast,Gladiatorial Xeno,검투장 외계종
job_livestock_zoo_beast_plural,Gladiatorial Xenos,검투장 외계종
job_logistics_drone,Logistic Drone,물류 드론
job_logistics_drone_plural,Logistic Drones,물류 드론
job_low_tech_bureaucrat,Administrator,행정관
job_low_tech_bureaucrat_plural,Administrators,행정관
job_low_tech_farmer,Homesteader,농민
job_low_tech_farmer_plural,Homesteaders,농민
job_low_tech_laborer,Laborer,인부
job_low_tech_laborer_plural,Laborers,인부
job_low_tech_manager,Supervisor,감독자
job_low_tech_manager_plural,Supervisors,감독자
job_low_tech_miner,Prospector,탐광꾼
job_low_tech_miner_plural,Prospectors,탐광꾼
job_low_tech_priest,Preacher,전도사
job_low_tech_priest_plural,Preachers,전도사
job_low_tech_researcher,Scientist,과학자
job_low_tech_researcher_plural,Scientists,과학자
job_low_tech_technician,Reactor Engineer,반응로 기술자
job_low_tech_technician_plural,Reactor Engineers,반응로 기술자
job_low_tech_warrior,Militia,민병대
job_low_tech_warrior_plural,Military Conscripts,민병대
job_machine_nurse,Bio-Assistant,생체 보조자
job_machine_nurse_plural,Bio-Assistants,생체 보조자
job_maintenance_drone,Maintenance Drone,유지 보수 드론
job_maintenance_drone_plural,Maintenance Drones,유지 보수 드론
job_manager,Manager,관리자
job_manager_plural,Managers,관리자
job_managing_preacher,Death Preacher,죽음 전도사
job_managing_preacher_plural,Death Preachers,죽음 전도사
job_manufactorium_complex_drone,Operator Drone,운용 드론
job_manufactorium_complex_drone_plural,Operator Drones,운용 드론
job_manufactorium_research_drone,Vault Research Unit,보관고 연구 유닛
job_manufactorium_research_drone_plural,Vault Research Units,보관고 연구 유닛
job_manufactorium_researcher,Vault Research Team,보관고 연구 팀
job_manufactorium_researcher_plural,Vault Research Teams,보관고 연구 팀
job_manufactorium_scraper,Dismantler,해체 작업자
job_manufactorium_scraper_drone,Drone Dismantler,해체 드론
job_manufactorium_scraper_drone_plural,Drone Dismantlers,해체 드론
job_manufactorium_scraper_plural,Dismantlers,해체 작업자
job_manufactorium_specialist,Operator,운용원
job_manufactorium_specialist_plural,Operators,운용원
job_melt_extractor,Thermoforger,열 제련사
job_melt_extractor_drone,Thermoforger Drone,열 제련 드론
job_melt_extractor_drone_plural,Thermoforger Drones,열 제련 드론
job_melt_extractor_plural,Thermoforgers,열 제련사
job_merchant,Merchant,상인
job_merchant_plural,Merchants,상인
job_mind_thrall,Mind Thrall,정신 노예
job_mind_thrall_plural,Mind Thralls,정신 노예
job_miner,Miner,광부
job_miner_plural,Miners,광부
job_mineral_diver,Deep Sea Diver,심해 잠수부
job_mineral_diver_drone,Underwater Drone,수중 드론
job_mineral_diver_drone_plural,Underwater Drones,수중 드론
job_mineral_diver_plural,Deep Sea Divers,심해 잠수부
job_mining_drone,Mining Drone,채굴 드론
job_mining_drone_plural,Mining Drones,채굴 드론
job_mortal_initiate,Mortal Initiate,필멸의 수행자
job_mortal_initiate_plural,Mortal Initiates,필멸의 수행자
job_mote_harvester,Mote Harvester,분말 채취공
job_mote_harvester_plural,Mote Harvesters,분말 채취공
job_mote_harvesting_drone,Mote Harvesting Drone,불안정 분말 수확 드론
job_mote_harvesting_drone_plural,Mote Harvesting Drones,불안정 분말 수확 드론
job_motesymbiote,Motesymbiont,분말 공생체
job_munitions_decommissioner,Munitions Decommissioner,무기 해체 전문가
job_munitions_decommissioner_plural,Munitions Decommissioners,무기 해체 전문가
job_munitions_decommissioning_drone,Munitions Decommissioning Drone,무기 해체 드론
job_munitions_decommissioning_drone_plural,Munitions Decommissioning Drones,무기 해체 드론
job_munitions_decommissioning_unit,Munitions Decommissioning Unit,무기 해체 유닛
job_munitions_decommissioning_unit_plural,Munitions Decommissioning Units,무기 해체 유닛
job_myrmeku_power_farmer,Myrmeku Power Farmer,미르메쿠 발전 설비 기사
job_myrmeku_power_farmer_gestalt,Myrmeku Power Drone,미르메쿠 발전 드론
job_myrmeku_power_farmer_gestalt_plural,Myrmeku Power Drones,미르메쿠 발전 드론
job_nanotech_research_unit,Nanotech Research Unit,나노테크 연구 유닛
job_nanotech_research_unit_plural,Nanotech Research Units,나노테크 연구 유닛
job_nanotech_researcher,Nanotech Researcher,나노테크 연구원
job_nanotech_researcher_plural,Nanotech Researchers,나노테크 연구원
job_necro_apprentice,Necrophyte,죽음 추종자
job_necro_apprentice_plural,Necrophytes,죽음 추종자
job_necromancer,Necromancer,사령술사
job_necromancer_plural,Necromancers,사령술사
job_neural_chip,Neural Chip,신경칩
job_neural_chip_plural,Neural Chips,신경칩
job_neurosymbiont,Neurosymbiont,신경 공생체
job_neurosymbiont_plural,Neurosymbionts,신경 공생체
job_noble,Noble,귀족
job_noble_merchant,Patrician,파트리키
job_noble_merchant_plural,Patricians,파트리키
job_noble_plural,Nobles,귀족
job_noble_researcher,Noble Scientist,귀족 과학자
job_noble_researcher_plural,Noble Scientists,귀족 과학자
job_numistic_priest,Numistic Priest,누마 사제
job_numistic_priest_plural,Numistic Priests,누마 사제
job_observator_drone,Observator Drone,관측 드론
job_observator_drone_plural,Observator Drones,관측 드론
job_odd_factory_drone,Odd Factory Drone,기묘한 공장 드론
job_odd_factory_drone_plural,Odd Factory Drones,기묘한 공장 드론
job_odd_factory_worker,Odd Factory Worker,기묘한 공장 노동자
job_odd_factory_worker_plural,Odd Factory Workers,기묘한 공장 노동자
job_offspring_drone,Offspring Drone,자손 드론
job_offspring_drone_plural,Offspring Drones,자손 드론
job_offworld_prospector,Offworld Prospector,외계 탐사가
job_offworld_prospector_drone,Offworld Prospector Drone,외계 탐사 드론
job_offworld_prospector_drone_plural,Offworld Prospectors Drones,외계 탐사 드론
job_offworld_prospector_plural,Offworld Prospectors,외계 탐사가
job_organic_battery,Grid Amalgamated,에너지망 융합
job_organic_exhibit,Organic Specimen,유기체 표본
job_organic_exhibit_plural,Organic Specimens,유기체 표본
job_output_1,Strength through Unity,통합으로 이룬 힘
job_output_2,Greater Purpose,대의
job_output_3,Universal Service,보편적 서비스
job_overlord_academic,Overlord Academic,지배국 학자
job_overlord_academic_plural,Overlord Academics,지배국 학자
job_overlord_arborist,Overlord Arborist,지배국 수목 관리사
job_overlord_arborist_plural,Overlord Arborists,지배국 수목 관리사
job_overlord_bath_attendant,Mutagenic Spa Attendant,변이 유발 스파 종업원
job_overlord_bath_attendant_plural,Mutagenic Spa Attendants,변이 유발 스파 종업원
job_overlord_beholder,Overlord Beholder,지배국 주시자
job_overlord_beholder_plural,Overlord Beholders,지배국 주시자
job_overlord_bio_trophy,Overlord Bio-Trophy,지배국 생체 트로피
job_overlord_bio_trophy_plural,Overlord Bio-Trophies,지배국 생체 트로피
job_overlord_breeder,Overlord Breeder,지배국 사육자
job_overlord_breeder_plural,Overlord Breeders,지배국 사육자
job_overlord_manager,Overlord Manager,지배국 관리자
job_overlord_manager_plural,Overlord Managers,지배국 관리자
job_overlord_mortal_initiate,Overlord Mortal Initiate,지배국 필멸의 수행자
job_overlord_mortal_initiate_plural,Overlord Mortal Initiates,지배국 필멸의 수행자
job_overlord_necromancer,Overlord Necromancer,지배국 사령술사
job_overlord_necromancer_plural,Overlord Necromancers,지배국 사령술사
job_overlord_offspring_drone_feeder,Offspring Drone Feeder,자손 드론 급식 담당관
job_overlord_offspring_drone_feeder_plural,Offspring Drone Feeders,자손 드론 급식 담당관
job_overlord_propagandist,Overlord Propagandist,지배국 선전원
job_overlord_propagandist_plural,Overlord Propagandists,지배국 선전원
job_overlord_ranger,Overlord Ranger,지배국 자연 감시인
job_overlord_ranger_plural,Overlord Rangers,지배국 자연 감시인
job_overlord_reassigner,Overlord Reassigner,지배국 재배정 담당관
job_overlord_reassigner_plural,Overlord Reassigners,지배국 재배정 담당관
job_overlord_recruiter,Overlord Recruiter,지배국 모병관
job_overlord_recruiter_plural,Overlord Recruiters,지배국 모병관
job_overlord_trader,Overlord Trader,지배국 무역상
job_overlord_trader_drone,Distribution Drone,분배 드론
job_overlord_trader_drone_plural,Distribution Drones,분배 드론
job_overlord_trader_plural,Overlord Traders,지배국 무역상
job_patrol_drone,Hunter-Seeker Drone,추적 수색 드론
job_patrol_drone_plural,Hunter-Seeker Drones,추적 수색 드론
job_pearl_crafter,Pearl Crafter,진주 공예가
job_pearl_crafter_plural,Pearl Crafters,진주 공예가
job_pearl_diver,Pearl Diver,진주 잠수부
job_pearl_diver_plural,Pearl Divers,진주 잠수부
job_peasant,Peasant,농노
job_peasant_plural,Peasants,농노
job_photosymbiont,Photosymbiont,광합성 공생체
job_photosymbiont_plural,Photosymbionts,광합성 공생체
job_physician_drone,Physician Drone,의료 드론
job_physician_drone_plural,Physician Drones,의료 드론
job_physicist,Physicist,물리학자
job_physicist_plural,Physicists,물리학자
job_politician,Politician,정치가
job_politician_plural,Politicians,정치가
job_pollinosymbiont,Pollinosymbiont,수분 공생체
job_pollinosymbiont_plural,Pollinosymbionts,수분 공생체
job_polytechnic_drone,Pyroclastic Drone,화쇄류 드론
job_polytechnic_drone_plural,Pyroclastic Drones,화쇄류 드론
job_polytechnic_mentor,Thermotechnic Mentor,열 기술 멘토
job_polytechnic_mentor_plural,Thermotechnic Mentors,열 기술 멘토
job_pre_sapient,Pre-Sapient,준지성체
job_pre_sapient_plural,Pre-Sapients,준지성체
job_preacher,Prosperity Preacher,번영 전도사
job_preacher_plural,Prosperity Preachers,번영 전도사
job_presapient_unprocessing,Repurposing,재활용
job_presapient_unprocessing_desc,Working towards sapience,지성화에 재활용 중
job_priest,Priest,사제
job_priest_plural,Priests,사제
job_primitive_hive_cerebellum_drone,Cerebellum Drone,소뇌 드론
job_primitive_hive_cerebellum_drone_plural,Cerebellum Drones,소뇌 드론
job_primitive_hive_factory_drone,Factory Drone,공장 드론
job_primitive_hive_factory_drone_plural,Factory Drones,공장 드론
job_primitive_hive_synapse_drone,Nascent Synapse Drone,신생 시냅스 드론
job_primitive_hive_synapse_drone_plural,Nascent Synapse Drones,신생 시냅스 드론
job_primitive_hive_warrior,Simple Warrior Drone,단순 전사 드론
job_primitive_hive_warrior_plural,Simple Warrior Drones,단순 전사 드론
job_primitive_laborer,Manufacturers,수공업자
job_primitive_noble,Feudal Noble,봉건 귀족
job_primitive_noble_plural,Feudal Nobles,봉건 귀족
job_primitive_priest,Cleric,성직자
job_primitive_priest_plural,Clerics,성직자
job_primitive_researcher,Scholar,학자
job_primitive_researcher_2,Researcher,연구원
job_primitive_researcher_2_plural,Researchers,연구원
job_primitive_researcher_plural,Scholars,학자
job_primitive_warrior,Warrior,전사
job_primitive_warrior_2,Soldier,군인
job_primitive_warrior_2_plural,Soldiers,군인
job_primitive_warrior_plural,Warriors,전사
job_principal_pilot,Pilot First Class,1급 조종사
job_production_overseer,Production Overseer,생산 감독관
job_production_overseer_plural,Production Overseers,생산 감독관
job_puddle_technician,Puddle Technician,웅덩이 기술자
job_puddle_technician_drone,Puddle Technician Drone,웅덩이 기술자 드론
job_puddle_technician_drone_plural,Puddle Technician Drones,웅덩이 기술자 드론
job_puddle_technician_plural,Puddle Technicians,웅덩이 기술자
job_purge,Purging,정화 중
job_pyrocrat,Pyrocrat,화염관료
job_pyrocrat_plural,Pyrocrats,화염관료
job_pyromancer,Pyromancer,화염 점술가
job_pyromancer_plural,Pyromancers,화염 점술가
job_radiant_priest,Radiant Priest,광휘 사제
job_radiant_priest_plural,Radiant Priests,광휘 사제
job_rancher,Rancher,목축업자
job_rancher_plural,Ranchers,목축업자
job_ranger,Ranger,자연 감시인
job_ranger_plural,Rangers,자연 감시인
job_reassigner,Reassigner,재배정 담당관
job_reassigner_plural,Reassigners,재배정 담당관
job_reenactor,Historic Reenactor,역사 재현가
job_reenactor_plural,Historic Reenactors,역사 재현가
job_replicator,Replicator,복제기
job_replicator_plural,Replicators,복제기
job_resort_worker,Resort Worker,리조트 노동자
job_resort_worker_plural,Resort Workers,리조트 노동자
job_robot_caretaker,Robot Caretaker,로봇 관리인
job_robot_caretaker_plural,Robot Caretakers,로봇 관리인
job_roboticist,Roboticist,로봇 기술자
job_roboticist_plural,Roboticists,로봇 기술자
job_sacred_noble,Sacred Noble,신성 귀족
job_sacred_noble_plural,Sacred Nobles,신성 귀족
job_sand_caretaker,Sand Caretaker,모래 관리자
job_sand_caretaker_plural,Sand Caretakers,모래 관리자
job_sand_whisperer,Sand Whisperer,모래 조율사
job_sand_whisperer_plural,Sand Whisperers,모래 조율사
job_scavenger_drone,Scavenger Drone,고철주이 드론
job_scavenger_drone_plural,Scavenger Drones,고철주이 드론
job_scrap_miner,Scrap Miner,고철 광부
job_scrap_miner_drone,Scrap Miner Drone,고철 광부 드론
job_scrap_miner_drone_plural,Scrap Miner Drones,고철 광부 드론
job_scrap_miner_plural,Scrap Miners,고철 광부
job_servant,Servant,하인
job_servant_plural,Servants,하인
job_ship_logistics_officer,Ship Logistics Officer,함선 군수 장교
job_ship_weapons_officer,Ship Weapons Officer,함선 무기 장교
job_shroud_trader,Empathic Marketer,공감 마케터
job_shroud_trader_plural,Empathic Marketers,공감 마케터
job_simple_drone_unemployment,Idle Simple Drone,유휴 단순 드론
job_simple_drone_unemployment_plural,Idle Simple Drones,유휴 단순 드론
job_skywatcher,Skywatcher,하늘 파수꾼
job_skywatcher_drone,Skywatcher Drone,하늘 파수꾼 드론
job_skywatcher_drone_plural,Skywatcher Drones,하늘 파수꾼 드론
job_skywatcher_plural,Skywatchers,하늘 파수꾼
job_slave_orderly,Orderly,질서 관리 노예
job_slave_orderly_plural,Orderlies,질서 관리 노예
job_slave_processing_desc,Working towards enslavement,노예화에 재활용 중
job_slave_toiler,Toiler,잡부
job_slave_toiler_plural,Toilers,잡부
job_slave_unemployment,Unemployed Slaves,실업자 노예
job_slave_unprocessing_desc,Working towards liberation,해방에 재활용 중
job_solarpunk_anarchist,Content Terraformer,만족한 테라포머
job_solarpunk_anarchist_plural,Content Terraformers,만족한 테라포머
job_space_junk_collector,Space Junk Collector,우주 고철 회수원
job_space_junk_collector_plural,Space Junk Collectors,우주 고철 회수원
job_space_time_anomaly_researcher,Space-Time Anomaly Researcher,시공간 이상 현상 연구원
job_space_time_anomaly_researcher_gestalt,Space-Time Anomaly Drone,시공간 이상 현상 드론
job_space_time_anomaly_researcher_gestalt_plural,Space-Time Anomaly Drones,시공간 이상 현상 드론
job_space_time_anomaly_researcher_plural,Space-Time Anomaly Researchers,시공간 이상 현상 연구원
job_spawning_drone,Spawning Drone,산란 드론
job_spawning_drone_plural,Spawning Drones,산란 드론
job_special_operations_commander,Special Operations Officer,특수 작전 장교
job_spindlesymbiont,Spindlesymbiont,물레 공생체
job_spindlesymbiont_plural,Spindlesymbionts,물레 공생체
job_squire,Squire,견습 기사
job_squire_plural,Squires,견습 기사
job_stasis_warden,Stasis Warden,정지장 교도관
job_stasis_warden_drone,Stasis Warden Drone,정지장 교도관 드론
job_stasis_warden_drone_plural,Stasis Warden Drones,정지장 교도관 드론
job_stasis_warden_plural,Stasis Wardens,정지장 교도관
job_steward,Steward,간사
job_steward_plural,Stewards,간사
job_storm_dancer,Storm Dancer,폭풍 무용가
job_storm_dancer_plural,Storm Dancers,폭풍 무용가
job_storm_duelist,Storm Duelist,폭풍 격투가
job_storm_duelist_plural,Storm Duelists,폭풍 격투가
job_stratovent_refiner,Vent Refiner,분출공 정제사
job_stratovent_refiner_minerals,Collapsed Vent Refiner,붕괴 분출공 정제사
job_stratovent_refiner_minerals_plural,Collapsed Vent Refiners,붕괴 분출공 정제사
job_stratovent_refiner_plural,Vent Refiners,분출공 정제사
job_stratovent_refiner_upg,Expanded Vent Refiner,확장 분출공 정제사
job_stratovent_refiner_upg_plural,Expanded Vent Refiners,확장 분출공 정제사
job_stratovent_researcher,Vent Researcher,분출공 연구원
job_stratovent_researcher_plural,Vent Researchers,분출공 연구원
job_superstitious_beliefs_high_priest,High Astrologist,고위 점성가
job_superstitious_beliefs_high_priest_corporate,Fortune Broker,운세 브로커
job_superstitious_beliefs_high_priest_plural,High Astrologists,고위 점성가
job_superstitious_beliefs_priest,Spirit Medium,영매사
job_superstitious_beliefs_priest_corporate,Fortune Teller,점술가
job_superstitious_beliefs_priest_corporate_plural,Fortune Tellers,점술가
job_superstitious_beliefs_priest_plural,Spirit Mediums,영매사
job_symbiosis_integrator,Symbiosis Integrator,공생 관리사
job_symbiosis_integrator_plural,Symbiosis Integrators,공생 관리사
job_synapse_drone,Synapse Drone,시냅스 드론
job_synapse_drone_plural,Synapse Drones,시냅스 드론
job_tamersymbiont,Tamersymbiont,조련 공생체
job_tamersymbiont_plural,Tamersymbionts,조련 공생체
job_technician,Technician,기술자
job_technician_drone,Tech-Drone,기술 드론
job_technician_drone_plural,Tech-Drones,기술 드론
job_technician_plural,Technicians,기술자
job_technophant,Technophant,테크노판트
job_technophant_plural,Technophants,테크노판트
job_telepath,Telepath,텔레파시 능력자
job_telepath_drone,Telepath Drone,텔레파시 드론
job_telepath_drone_plural,Telepath Drones,텔레파시 드론
job_telepath_plural,Telepaths,텔레파시 능력자
job_test_subject,Test Subject,피험체
job_test_subject_drone,Test Subject Drone,피험체 드론
job_test_subject_plural,Test Subjects,피험체
job_titan_hunter,Titan Hunter,타이탄 사냥꾼
job_titan_hunter_plural,Titan Hunters,타이탄 사냥꾼
job_tourist,Tourist,관광객
job_tourist_plural,Tourists,관광객
job_trader,Trader,무역상
job_trader_plural,Traders,무역상
job_transference_drone,Transference Drone,전이 드론
job_transference_volunteer,Transference Volunteer,전이 자원자
job_translucer,Translucer,크리스탈 제조가
job_translucer_drone,Lensing Drone,렌즈 가공 드론
job_translucer_drone_plural,Lensing Drones,렌즈 가공 드론
job_translucer_plural,Translucers,크리스탈 제조가
job_treasure_gatherer,Treasure Curator,보물 큐레이터
job_treasure_gatherer_gestalt,Treasure Drone,보물 드론
job_treasure_gatherer_gestalt_plural,Treasure Drones,보물 드론
job_treasure_gatherer_plural,Treasure Curators,보물 큐레이터
job_trophy_hunter,Trophy Hunter,전리품 사냥꾼
job_trophy_hunter_plural,Trophy Hunters,전리품 사냥꾼
job_turtle_miner,Nemma Miner,넴마 광부
job_turtle_miner_gestalt,Nemma Mining Drone,넴마 채굴 드론
job_turtle_miner_gestalt_plural,Nemma Mining Drones,넴마 채굴 드론
job_turtle_miner_plural,Nemma Miners,넴마 광부
job_underground_contact_drone,Subterranean Liaison Drone,지하 연락 드론
job_underground_contact_drone_plural,Subterranean Liaison Drones,지하 연락 드론
job_underground_trade_worker,Subterranean Liaison,지하 문명 연락 담당관
job_underground_trade_worker_plural,Subterranean Liaisons,지하 문명 연락 담당관
job_unemployed,Unemployed,실업자
job_unifier,Unification Officer,통합 담당관
job_unifier_plural,Unification Officers,통합 담당관
job_visionary,Tech Visionary,기술 선각자
job_visionary_plural,Tech Visionaries,기술 선각자
job_warden,Planetary Warden,행성 교도관
job_warden_plural,Planetary Wardens,행성 교도관
job_warrior_drone,Warrior Drone,전사 드론
job_warrior_drone_plural,Warrior Drones,전사 드론
job_wilderness_maintenance_drone,Pliable Biomass,유연한 생체 물질
job_wonder_curator,Wonder Curator,경이 큐레이터
job_wonder_curator_plural,Wonder Curators,경이 큐레이터
job_wrangler,Wrangler,동물 관리사
job_wrangler_plural,Wranglers,동물 관리사
job_xeno_zoo_animal,Conserved Fauna,보전 대상 동물
job_xeno_zoo_beast,Gladiatorial Beast,검투장 야수
job_xeno_zoo_beast_plural,Gladiatorial Beasts,검투장 야수
job_xeno_zoo_keeper,Zookeeper,사육사
job_xeno_zoo_keeper_plural,Zookeepers,사육사
megastructure_demands_rejected,Megastructure demands rejected,거대 구조물 요구 거절됨
origin_91.a,Good for them.,다행이군요.
origin_arc_welders,Arc Welders,아크 용접공
origin_asteroid_category,Unknown Origin,알 수 없는 기원
origin_broken_shackles,Broken Shackles,부서진 족쇄
origin_clone_army,Clone Army,클론 군대
origin_common_ground,Common Ground,공통점
origin_cosmic_dawn,Cosmic Dawn,우주의 여명
origin_cybernetic_creed,Cybernetic Creed,사이버네틱 종파
origin_default,Prosperous Unification,번영한 통합
origin_default_pre_ftl,Developing Civilization,발달 중인 문명
origin_demonic_incursion,Daemonic Incursion,악마의 습격
origin_doomsday,Doomsday,최후의 날
origin_eldest_sibling,Eldest Sibling,맏형제
origin_endbringers,Endbringers,종말의 전령
origin_enlightened,Enlightened,계몽
origin_evolutionary_predators,Evolutionary Predators,진화하는 포식자
origin_fallen_empire,Elder Race,원로 종족
origin_fruitful,Fruitful Partnership,유익한 협력
origin_galactic_doorstep,Galactic Doorstep,은하의 문턱
origin_hegemon,Hegemon,패권자
origin_hegemon_npc,Hegemon Subordinate,패권자 종속국
origin_here_be_dragons,Here Be Dragons,드래곤 주의!
origin_imperial_vassal,Imperial Fiefdom,제국 영지
origin_imperial_vassal_overlord,Imperial Liege,군주국
origin_khan_successor,Khanate Successor,칸의 계승자
origin_legendary_leader,Under One Rule,단일한 통치
origin_legendary_leader_death,Broken Rule,깨어진 통치
origin_liberated,Liberated,해방
origin_lithoid,Calamitous Birth,재앙을 초래한 탄생
origin_lost_colony,Lost Colony,잃어버린 식민지
origin_machine,Resource Consolidation,자원 통합
origin_necrophage,Necrophage,망령화
origin_no_effect,- No effect,- 효과 없음
origin_ocean_machines,Subaquatic Machines,수중 기계
origin_ocean_paradise,Ocean Paradise,해양 낙원
origin_overtuned,Overtuned,과도한 개조
origin_payback,Payback,복수
origin_post_apocalyptic_machines,Radioactive Rovers,방사성 방랑자
origin_primal_calling,Primal Calling,원초적 소명
origin_progenitor_hive,Progenitor Hive,창시자 군체
origin_red_giant,Red Giant,적색 거성
origin_remnants,Remnants,잔존자
origin_riftworld,Riftworld,균열 행성
origin_scion,Scion,자손
origin_separatists,Separatists,분리주의자
origin_shattered_ring,Shattered Ring,부서진 링
origin_shroud_forged,Shroud-Forged,장막 단조체
origin_starlit_citadel,Starlit Citadel,별빛 성채
origin_storm_chasers,Storm Chasers,폭풍 추적자
origin_subterranean,Subterranean,지하
origin_subterranean_machines,Subterranean Machines,지하 기계
origin_synthetic_fertility,Synthetic Fertility,합성 생식
origin_treasure_hunters,Treasure Hunters,보물 사냥꾼
origin_tree_of_life,Tree of Life,생명의 나무
origin_unplugged,Hard Reset,하드 리셋
origin_void_dwellers,Void Dwellers,공허 거주인
origin_void_machines,Voidforged,공허에서 단조된 자
origin_wilderness,Wilderness,광야 공생군
pc_a_star,Class A Star,A형 항성
pc_ai,AI World,AI 행성
pc_alpine,Alpine World,고산 행성
pc_alpine_adj,alpine,고산
pc_alpine_tile,Alpine Terrain,고산 지형
pc_arctic,Arctic World,극지 행성
pc_arctic_adj,arctic,극지
pc_arctic_tile,Arctic Terrain,극지 지형
pc_arid,Arid World,건조 행성
pc_arid_tile,Arid Terrain,건조 지형
pc_asteroid,Asteroid,소행성
pc_astral_scar,Astral Scar,아스트랄 상흔
pc_b_star,Class B Star,B형 항성
pc_barren,Barren World,불모 행성
pc_black_hole,Black Hole,블랙홀
pc_broken,Broken World,파괴된 행성
pc_city,Ecumenopolis,도시 행성
pc_city_adj,urban,도시
pc_continental,Continental World,대륙 행성
pc_continental_adj,temperate,온화한
pc_continental_tile,Temperate Terrain,온대 지형
pc_cosmogenesis_world,Synaptic Lathe,시냅스 가공기
pc_crystal_asteroid,Crystalline Asteroid,크리스탈 소행성
pc_desert,Desert World,사막 행성
pc_desert_adj,desert,사막
pc_desert_tile,Desert Terrain,사막 지형
pc_egg_cracked,Cracked World,깨진 행성
pc_f_star,Class F Star,F형 항성
pc_frozen,Frozen World,얼음 행성
pc_g_star,Class G Star,G형 항성
pc_gaia,Gaia World,가이아 행성
pc_gaia_adj,ideal,이상적
pc_gaia_plural,Gaia Worlds,가이아 행성
pc_gaia_tile,Gaia Terrain,가이아 지형
pc_gas_giant,Gas Giant,거대 가스 행성
pc_gray_goo,Nanite World,나노봇 행성
pc_habitat,Orbital Habitat,궤도 거주지
pc_habitat_adj,artificial,인공
pc_habitat_plural,Orbital Habitats,궤도 거주지
pc_habitat_shielded,Shielded Habitat,보호막에 덮인 거주지
pc_habitat_tile,Habitat Terrain,거주지 지형
pc_hive,Hive World,군체 행성
pc_ice_asteroid,Ice Asteroid,얼음 소행성
pc_infested,Infested World,감염된 행성
pc_infested_tile,Infested Terrain,감염된 지형
pc_junk,Junk Moon,고철 위성
pc_k_star,Class K Star,K형 항성
pc_m_star,Class M Star,M형 항성
pc_machine,Machine World,기계 행성
pc_machine_adj,cybernetic,사이버네틱
pc_machine_broken,Broken AI World,파괴된 AI 행성
pc_machine_tile,Cybernetic Terrain,사이버네틱 지형
pc_molten,Molten World,용암 행성
pc_neutron_star,Neutron Star,중성자별
pc_nuked,Tomb World,죽은 행성
pc_nuked_adj,desolate,적막한
pc_nuked_plural,Tomb Worlds,죽은 행성
pc_nuked_tile,Wasteland Terrain,황무지 지형
pc_ocean,Ocean World,해양 행성
pc_ocean_adj,oceanic,해양
pc_ocean_tile,Ocean Terrain,해양 지형
pc_pulsar,Pulsar,펄서
pc_relic,Relic World,유물 행성
pc_relic_adj,relict,유물
pc_ringworld_habitable,Ring Segment,링 구간
pc_ringworld_habitable_tile,Ring World Terrain,링 월드 지형
pc_ringworld_shielded,Shielded Segment,보호막에 덮인 구간
pc_savannah,Savanna World,초원 행성
pc_savannah_adj,savannah,초원
pc_savannah_tile,Savanna Terrain,초원 지형
pc_shattered,Shattered World,부서진 행성
pc_shattered_ring_habitable,Shattered Ring Segment,부서진 링 구간
pc_shielded,Shielded World,보호막에 덮인 행성
pc_shrouded,Shrouded World,장막에 덮인 행성
pc_toxic,Toxic World,유독성 행성
pc_toxoid_star,Viridescent Lightbringer,담록의 광원
pc_tropical,Tropical World,열대 행성
pc_tropical_adj,tropical,열대
pc_tropical_tile,Tropical Terrain,열대 지형
pc_tundra,Tundra World,동토 행성
pc_tundra_adj,tundra,동토
pc_tundra_tile,Tundra Terrain,동토 지형
pc_volcanic,Volcanic World,화산 행성
pc_volcanic_plural,Volcanic Worlds,화산 행성
planet_class_editor,Planet Class,행성 유형
policy_appropriation,Land Appropriation,토지 책정
policy_artificial_intelligence_policy,Artificial Intelligence,인공 지능
policy_border_policy,Initial Border Status,최초 국경 상태
policy_computation_core_allocation,Computation Core Focus,연산 코어 중점
policy_core_worlds,Core Worlds Population,핵심 성계 인구
policy_cyberization_standards,Cyberization Standards,사이버화 표준
policy_debris,Debris,잔해
policy_diplomatic_stance,Diplomatic Stance,외교적 태도
policy_drone_policy,Production Policy,생산 정책
policy_economic_policy,Economic Policy,경제 정책
policy_enlightenment,Pre-FTL Enlightenment,초광속 이전 문명 계몽
policy_exhibition_focus,Exhibition Focus,전시 중점
policy_first_contact_protocol,First Contact Protocol,첫 조우 프로토콜
policy_food_policy,Food Policy,식량 정책
policy_food_stockpiling,Food Stockpiling,식량 비축
policy_homogenous_class,Genome Tailoring,유전체 맞춤 조작
policy_interference,Pre-FTL Interference,초광속 이전 문명 간섭
